company_age,doc_completion,avg_rating,rating_variance,cancellation_rate,price_deviation,trustworthy
915,0.0,1.3,0.56,0.27,0.48,0
322,0.33,2.3,1.86,0.52,0.91,0
1083,1.0,3.6,0.45,0.02,0.44,1
1921,0.67,1.3,1.76,0.16,0.14,0
1752,1.0,1.4,1.24,0.03,0.91,0
426,0.33,4.1,0.08,0.51,0.02,0
1735,1.0,2.8,1.26,0.23,1.07,0
1114,0.67,2.4,1.84,0.05,0.64,0
1255,1.0,2.1,1.83,0.46,0.78,0
1825,0.33,1.1,1.81,0.32,0.34,0
746,0.33,2.8,0.38,0.22,1.32,0
622,0.67,4.4,0.56,0.54,0.24,0
491,0.0,3.5,0.22,0.03,0.1,0
382,0.0,4.0,0.25,0.15,1.37,0
1363,0.0,1.7,1.48,0.59,0.1,0
814,0.67,3.8,0.51,0.13,1.24,0
1274,0.0,2.2,0.63,0.31,0.91,0
1059,1.0,1.9,0.17,0.39,0.5,0
1718,0.0,1.5,0.95,0.19,1.41,0
1815,0.0,1.1,1.81,0.17,0.6,0
1046,0.33,4.1,1.83,0.53,0.24,0
149,0.0,4.5,1.97,0.33,0.62,0
17,0.0,4.9,0.68,0.45,0.61,0
1858,1.0,1.5,1.55,0.14,0.16,0
1106,1.0,2.1,0.37,0.33,1.32,0
1746,0.67,3.2,0.3,0.26,0.78,0
1309,0.67,4.9,0.3,0.45,1.0,0
1520,0.33,3.5,0.33,0.16,1.24,0
174,0.67,4.1,1.99,0.14,0.63,1
1810,0.67,3.0,0.92,0.58,1.27,0
1054,1.0,1.6,0.35,0.03,0.26,0
1954,1.0,4.4,1.32,0.06,0.36,1
410,0.33,1.5,0.99,0.39,1.45,0
654,1.0,4.7,1.52,0.0,1.08,0
163,1.0,5.0,0.44,0.22,0.19,1
1355,0.33,4.5,1.63,0.18,1.07,0
1981,0.0,1.4,0.32,0.19,0.66,0
1351,1.0,2.4,0.78,0.05,0.95,0
52,0.33,4.7,1.08,0.08,1.4,0
1040,0.33,1.9,1.28,0.59,0.24,0
738,0.67,4.3,0.79,0.38,0.37,0
805,0.33,3.0,1.37,0.52,0.62,0
935,0.0,3.5,0.15,0.15,0.84,0
714,1.0,1.6,1.57,0.09,1.24,0
1476,0.33,2.7,1.06,0.46,1.16,0
1502,0.33,3.7,0.87,0.47,1.07,0
586,1.0,4.3,1.1,0.15,0.03,1
1444,1.0,4.8,1.52,0.31,1.49,0
588,0.0,3.8,1.7,0.13,0.43,0
1457,0.33,3.3,1.11,0.24,0.19,0
235,1.0,2.6,1.09,0.47,0.98,0
1423,0.67,3.5,1.63,0.53,1.3,0
1296,0.67,4.5,1.4,0.22,1.23,0
1880,0.0,3.4,0.42,0.4,0.08,0
1647,0.67,3.5,0.47,0.55,1.36,0
1772,1.0,4.8,0.55,0.08,1.45,0
471,0.0,3.8,1.72,0.22,0.46,0
142,0.33,1.4,0.32,0.42,0.68,0
874,1.0,3.3,0.84,0.13,0.45,0
944,0.67,3.9,0.5,0.59,0.45,0
1524,0.67,4.0,1.42,0.26,0.75,1
1738,1.0,1.6,1.21,0.3,0.0,0
133,0.33,4.5,0.94,0.17,0.58,0
838,0.0,4.9,1.95,0.23,1.33,0
1004,1.0,3.2,0.77,0.26,0.7,0
194,0.67,2.1,1.47,0.14,0.98,0
301,0.67,2.2,0.32,0.52,0.36,0
1298,1.0,1.1,0.1,0.44,0.91,0
1945,0.33,2.7,1.98,0.33,0.71,0
19,0.0,1.8,1.76,0.45,0.2,0
1459,0.67,2.1,0.08,0.28,0.1,0
774,0.0,2.6,0.05,0.1,0.63,0
1103,0.0,1.6,0.26,0.47,0.09,0
1656,0.67,2.0,1.24,0.03,1.37,0
150,1.0,2.5,0.23,0.37,0.2,0
890,0.33,4.5,1.48,0.34,0.66,0
39,0.33,3.7,0.11,0.31,1.45,0
1908,0.33,4.3,0.47,0.08,0.68,0
137,0.67,1.6,0.6,0.6,1.27,0
1734,0.67,1.6,0.43,0.1,0.23,0
887,0.0,3.3,1.94,0.27,0.48,0
963,0.67,1.1,1.67,0.06,0.43,0
1587,1.0,1.4,1.22,0.2,1.4,0
383,0.33,4.1,0.65,0.48,0.1,0
1143,1.0,2.9,1.23,0.45,0.24,0
1917,0.0,2.0,1.81,0.6,0.48,0
1964,0.67,4.5,0.21,0.37,0.94,0
1432,0.67,2.7,0.07,0.51,1.36,0
886,0.67,4.6,0.69,0.45,1.0,0
1062,0.67,2.4,0.5,0.4,0.94,0
306,0.0,2.7,0.79,0.47,0.69,0
798,0.0,4.6,0.65,0.35,0.66,0
899,0.0,1.3,0.44,0.06,1.36,0
1474,1.0,4.3,0.24,0.4,1.16,0
36,0.33,2.6,0.1,0.07,1.27,0
715,0.67,4.2,0.73,0.56,1.4,0
1231,0.33,2.2,0.45,0.15,0.04,0
1327,0.67,2.7,0.76,0.05,1.04,0
1575,0.33,3.2,1.94,0.59,1.39,0
1938,1.0,2.6,1.61,0.05,0.45,0
196,0.67,3.2,0.27,0.12,1.01,0
1213,0.33,4.8,0.07,0.56,0.23,0
916,1.0,1.1,0.47,0.38,0.36,0
218,0.0,3.3,1.68,0.24,1.18,0
1871,1.0,1.4,0.13,0.51,0.98,0
1644,1.0,4.4,1.0,0.52,1.07,0
448,0.33,1.1,1.89,0.24,0.51,0
1481,0.67,1.2,1.68,0.09,0.52,0
1139,0.67,1.1,1.57,0.25,0.97,0
889,0.0,4.0,1.63,0.27,1.04,0
1876,1.0,2.7,1.85,0.1,0.14,0
917,0.33,3.4,0.46,0.56,1.01,0
139,0.67,3.2,0.47,0.1,1.29,0
950,0.33,2.2,0.97,0.41,0.62,0
615,1.0,4.0,1.85,0.58,1.19,0
1714,0.0,4.0,0.43,0.03,1.45,0
564,0.0,3.1,1.56,0.24,1.46,0
1511,0.67,4.2,1.46,0.19,1.2,0
1510,0.33,2.2,0.59,0.54,0.14,0
1296,1.0,1.6,0.14,0.46,1.47,0
1341,1.0,1.9,1.58,0.5,0.99,0
1238,1.0,4.1,0.45,0.24,0.78,1
875,0.33,2.9,1.99,0.44,1.49,0
953,0.67,4.3,1.45,0.48,0.11,0
1195,0.67,1.4,1.62,0.22,0.27,0
1990,0.67,4.8,1.5,0.29,1.12,0
923,0.33,1.8,1.44,0.39,1.07,0
1273,0.67,2.7,1.69,0.34,0.66,0
1435,0.33,4.4,0.6,0.27,1.32,0
699,0.0,2.2,0.29,0.52,1.26,0
977,0.0,4.9,1.25,0.42,0.87,0
1377,1.0,2.7,1.53,0.5,1.07,0
194,1.0,2.1,0.19,0.4,1.4,0
281,0.67,4.5,0.45,0.17,1.25,0
946,0.67,3.4,0.12,0.34,0.58,0
973,1.0,2.1,0.08,0.03,1.07,0
1502,0.0,3.2,1.98,0.38,1.49,0
372,0.33,2.2,1.28,0.45,1.23,0
511,1.0,4.1,1.88,0.05,1.01,0
73,0.0,3.8,0.68,0.4,1.32,0
1238,0.67,3.4,1.78,0.15,1.28,0
870,0.0,4.0,0.43,0.19,0.28,0
849,0.33,1.9,1.14,0.23,1.47,0
1816,0.67,4.7,1.42,0.29,0.61,1
1887,0.33,1.9,1.72,0.16,1.46,0
1696,1.0,1.4,0.51,0.28,1.21,0
601,0.0,2.7,0.98,0.14,1.39,0
438,0.33,2.9,1.14,0.39,1.16,0
1700,0.33,1.7,0.16,0.38,0.79,0
147,1.0,2.3,1.28,0.47,0.89,0
1619,0.33,4.6,1.54,0.3,1.13,0
1849,1.0,1.1,1.46,0.03,0.82,0
638,0.33,1.0,0.06,0.33,0.17,0
1808,0.0,3.0,1.74,0.42,0.85,0
838,0.0,5.0,1.0,0.3,0.16,0
1007,0.0,2.8,1.93,0.14,1.29,0
1111,0.0,4.9,0.98,0.35,0.75,0
969,1.0,3.1,0.98,0.02,0.5,0
1186,0.0,2.1,0.23,0.39,0.8,0
1503,1.0,1.4,1.41,0.35,0.29,0
283,0.33,1.6,0.84,0.24,0.06,0
1572,0.33,4.4,0.95,0.38,1.46,0
929,1.0,3.8,0.28,0.33,1.43,0
1002,1.0,3.1,0.59,0.03,0.46,0
1520,0.0,5.0,0.42,0.4,0.1,0
1177,0.33,2.3,0.43,0.26,0.93,0
1612,1.0,1.0,1.43,0.18,0.39,0
1421,0.67,3.1,1.89,0.51,0.56,0
1257,0.0,2.0,1.31,0.02,0.35,0
611,1.0,1.8,1.72,0.2,0.02,0
811,1.0,1.4,0.26,0.15,0.91,0
881,0.33,1.8,1.98,0.26,0.39,0
148,0.0,3.8,0.3,0.22,0.74,0
153,0.67,4.4,1.98,0.39,0.47,0
850,0.33,2.6,1.23,0.44,0.77,0
209,0.67,2.5,0.16,0.0,1.41,0
903,0.0,3.0,0.84,0.15,1.19,0
575,0.33,2.0,0.7,0.34,0.13,0
1030,0.0,1.5,0.84,0.19,0.72,0
882,0.67,1.1,0.28,0.09,1.47,0
361,0.33,1.9,1.43,0.33,1.21,0
1334,0.33,3.5,1.68,0.05,0.71,0
1038,1.0,4.0,1.92,0.56,1.13,0
607,1.0,3.1,1.53,0.36,1.05,0
1570,0.33,3.3,1.32,0.23,1.46,0
148,0.67,3.7,1.36,0.38,0.51,0
1657,0.67,1.6,0.95,0.11,1.05,0
646,0.67,2.7,0.48,0.1,0.07,0
1811,0.0,2.0,0.01,0.09,0.42,0
1495,1.0,2.4,0.32,0.44,1.21,0
1141,0.67,3.0,1.11,0.4,0.29,0
47,0.67,4.2,1.96,0.3,0.98,0
1407,0.0,4.2,0.55,0.39,0.49,0
1856,0.33,1.4,1.34,0.17,0.06,0
1235,0.67,4.6,1.03,0.29,0.96,0
987,0.0,4.6,1.31,0.34,0.04,0
825,1.0,3.1,0.7,0.27,0.53,0
470,0.0,3.4,1.72,0.5,0.06,0
363,0.67,4.0,0.0,0.4,0.39,0
1042,1.0,3.0,0.63,0.16,0.34,0
552,0.33,5.0,0.1,0.22,0.66,0
1141,0.0,2.8,1.37,0.23,0.92,0
1249,0.33,4.0,0.09,0.29,0.36,0
1909,0.0,4.6,1.61,0.06,0.6,0
190,0.0,1.3,0.71,0.1,1.28,0
118,1.0,3.9,1.26,0.11,1.25,0
349,0.0,1.8,0.81,0.1,0.69,0
238,1.0,3.9,1.65,0.03,0.96,0
1526,1.0,4.0,0.18,0.35,0.42,0
126,0.33,2.8,0.11,0.57,0.36,0
473,0.0,2.8,1.86,0.6,0.25,0
952,1.0,1.9,0.33,0.58,0.76,0
1365,0.0,2.3,1.33,0.49,0.5,0
668,0.67,2.9,1.44,0.29,0.15,0
1798,0.0,1.2,0.19,0.21,1.5,0
1945,0.67,2.7,1.17,0.47,0.65,0
893,1.0,4.7,1.32,0.13,0.1,1
2,0.33,3.9,1.78,0.38,1.11,0
903,0.0,2.5,0.28,0.3,1.25,0
285,0.33,2.0,0.39,0.48,0.98,0
97,0.0,4.1,1.99,0.24,0.85,0
1766,0.33,2.4,1.25,0.34,0.18,0
544,1.0,1.9,1.11,0.36,1.1,0
1427,0.0,2.7,0.26,0.12,0.06,0
558,0.67,4.9,1.3,0.13,0.63,1
1558,0.67,4.6,0.74,0.5,0.93,0
889,0.67,2.0,0.65,0.02,0.2,0
1370,0.33,2.5,1.19,0.04,1.26,0
1692,0.33,1.9,1.81,0.32,0.78,0
1782,0.0,2.9,1.41,0.12,0.43,0
712,0.33,2.2,1.22,0.19,0.51,0
1141,1.0,2.2,1.25,0.52,0.4,0
28,0.33,4.0,1.19,0.49,1.1,0
1812,1.0,4.9,1.56,0.03,0.11,1
743,1.0,4.8,0.56,0.59,1.38,0
1999,1.0,3.9,1.68,0.21,0.23,1
1881,0.0,2.3,1.0,0.43,1.45,0
561,0.67,1.6,0.05,0.31,1.36,0
198,0.33,2.8,0.78,0.04,0.41,0
1664,0.0,2.7,0.49,0.07,0.18,0
852,0.0,4.4,1.95,0.1,0.31,0
1773,0.0,2.5,0.04,0.03,1.08,0
1661,0.33,2.4,0.28,0.43,0.25,0
1831,1.0,2.8,0.41,0.56,0.06,0
1138,0.33,1.6,0.38,0.4,1.03,0
1652,0.33,3.9,1.27,0.29,0.97,0
1886,0.33,4.7,0.68,0.2,0.37,0
380,1.0,3.4,0.97,0.56,0.44,0
195,0.33,2.6,1.97,0.49,1.21,0
1076,0.0,2.7,1.12,0.41,0.48,0
88,0.0,1.0,1.14,0.58,1.15,0
471,0.0,4.8,0.45,0.13,0.3,0
1090,0.33,3.3,0.33,0.18,1.32,0
256,0.33,1.6,1.88,0.4,0.88,0
720,0.0,2.0,1.9,0.39,0.2,0
1409,1.0,2.5,0.15,0.59,0.79,0
120,0.0,1.9,0.32,0.41,1.36,0
545,1.0,4.5,1.9,0.49,0.07,0
1880,1.0,4.1,0.18,0.59,1.35,0
539,0.0,4.9,0.64,0.57,0.15,0
1230,1.0,2.6,0.41,0.36,1.32,0
357,1.0,4.8,0.28,0.12,1.42,0
1169,1.0,1.5,1.46,0.42,0.82,0
1288,0.33,3.8,0.25,0.02,0.66,0
1559,0.67,3.7,1.28,0.19,0.73,1
19,1.0,2.9,1.61,0.46,0.84,0
543,0.67,3.6,1.5,0.02,1.03,0
301,1.0,4.4,1.48,0.07,0.87,0
921,0.0,1.0,0.53,0.01,1.39,0
973,0.0,1.1,1.67,0.37,0.11,0
693,0.33,3.2,0.79,0.27,0.56,0
594,0.0,3.5,0.67,0.4,0.36,0
1335,1.0,1.5,1.68,0.59,0.93,0
724,0.0,4.2,0.32,0.22,0.7,0
1274,0.0,3.0,1.6,0.19,0.14,0
536,0.67,1.9,1.27,0.53,0.91,0
1953,0.67,2.5,1.57,0.49,0.57,0
1088,0.33,1.6,0.54,0.11,1.39,0
1099,0.67,1.0,1.13,0.26,0.48,0
687,0.67,4.0,0.42,0.14,0.68,1
459,0.33,4.5,0.14,0.21,1.32,0
1837,0.67,1.7,0.56,0.04,1.2,0
1386,0.33,3.4,1.52,0.59,0.73,0
5,0.67,1.1,0.51,0.15,0.48,0
1552,0.67,3.8,1.53,0.53,0.69,0
952,0.33,3.9,0.05,0.18,0.68,0
254,0.0,2.4,1.15,0.15,1.25,0
1131,0.33,4.4,0.63,0.39,0.96,0
1155,0.33,4.0,0.87,0.56,0.97,0
254,0.33,2.6,1.12,0.02,0.54,0
1076,0.33,2.0,0.76,0.52,1.16,0
684,0.33,3.0,0.74,0.36,0.13,0
1771,1.0,2.8,1.26,0.05,0.34,0
1746,0.0,3.4,1.88,0.33,0.41,0
606,0.67,2.5,0.29,0.02,1.35,0
799,0.67,3.9,0.45,0.27,0.14,1
1229,1.0,2.8,0.58,0.34,0.11,0
1534,0.0,4.9,1.97,0.55,1.22,0
208,0.0,1.2,1.99,0.55,0.59,0
29,0.0,4.0,0.28,0.03,0.7,0
595,0.67,2.6,1.55,0.05,1.31,0
1899,0.67,4.6,1.25,0.18,1.24,0
1101,1.0,1.5,0.13,0.16,1.21,0
1332,0.0,2.0,0.06,0.52,1.1,0
207,0.0,2.0,0.8,0.59,0.65,0
39,0.0,4.7,1.97,0.47,0.46,0
551,0.0,3.0,0.12,0.08,0.2,0
826,0.67,3.3,0.64,0.56,0.25,0
1752,0.33,1.3,0.39,0.46,0.77,0
884,0.33,1.2,1.19,0.44,1.35,0
383,0.67,4.1,0.32,0.21,1.04,0
1637,0.67,4.9,1.51,0.43,0.15,0
1289,0.33,4.1,0.49,0.58,1.16,0
10,0.0,3.5,0.47,0.35,0.73,0
1888,0.33,4.4,0.81,0.37,0.2,0
1427,0.33,3.5,1.92,0.1,0.35,0
1002,1.0,2.6,1.24,0.06,1.48,0
860,1.0,3.4,0.36,0.44,1.01,0
1066,1.0,3.2,1.39,0.1,0.0,0
27,0.33,1.8,1.95,0.32,1.5,0
1652,0.0,3.5,1.43,0.12,1.44,0
1367,0.33,2.0,0.22,0.08,0.46,0
474,0.67,2.8,1.77,0.23,0.45,0
1169,1.0,1.4,0.43,0.59,0.07,0
783,0.33,3.8,0.07,0.17,0.45,0
454,0.33,4.7,1.01,0.29,0.04,0
581,1.0,2.4,1.19,0.31,0.42,0
321,1.0,4.2,1.5,0.59,0.89,0
600,1.0,4.7,1.72,0.37,0.04,0
1813,1.0,3.5,1.69,0.23,1.33,0
1673,1.0,3.2,0.96,0.19,0.25,0
1519,0.33,1.3,1.7,0.2,0.71,0
1343,1.0,2.9,0.43,0.5,0.46,0
1029,1.0,3.2,1.37,0.08,0.76,0
586,0.33,1.7,0.14,0.49,1.36,0
32,0.67,3.8,1.86,0.58,1.41,0
1595,0.67,1.6,0.02,0.06,0.77,0
1426,1.0,2.2,1.88,0.01,1.18,0
1522,0.0,2.0,0.38,0.11,0.62,0
461,0.33,4.9,0.81,0.53,0.14,0
1634,0.33,3.1,1.02,0.2,0.43,0
1444,1.0,1.3,1.87,0.25,1.47,0
1964,0.67,2.4,1.64,0.51,1.32,0
475,0.33,2.3,0.22,0.21,0.46,0
340,0.67,3.9,1.08,0.38,0.44,0
115,0.67,3.1,1.72,0.06,0.01,0
1733,1.0,4.4,0.02,0.6,0.55,0
481,0.33,3.9,0.67,0.36,0.52,0
1396,0.0,4.6,0.97,0.6,1.46,0
498,0.0,3.5,1.38,0.29,0.04,0
1357,1.0,1.1,1.86,0.42,0.76,0
960,0.67,2.5,1.03,0.07,1.17,0
895,0.67,1.2,1.18,0.06,1.16,0
1215,0.0,2.7,1.94,0.12,0.58,0
678,0.67,3.4,1.03,0.3,1.48,0
668,0.0,3.4,1.85,0.37,0.91,0
1480,0.67,2.8,1.77,0.35,0.1,0
982,0.33,2.0,1.61,0.17,0.79,0
1766,1.0,2.4,0.84,0.44,0.09,0
1667,1.0,4.1,1.1,0.46,0.55,0
1908,0.33,1.5,1.9,0.5,0.75,0
478,0.67,3.3,0.61,0.21,1.19,0
87,0.67,1.2,1.42,0.07,0.23,0
338,0.33,2.7,0.67,0.31,0.74,0
1282,0.67,1.6,1.41,0.25,1.25,0
1554,0.67,4.4,0.61,0.15,0.85,0
1333,0.67,1.4,0.4,0.52,1.42,0
412,0.33,3.9,0.68,0.2,0.23,0
304,0.67,2.3,0.31,0.25,1.22,0
1443,0.33,3.6,0.71,0.33,0.64,0
764,1.0,4.7,0.8,0.12,0.72,1
396,0.67,2.7,0.32,0.25,0.83,0
1748,0.0,4.8,1.83,0.33,0.79,0
1391,1.0,5.0,1.2,0.31,0.13,0
306,1.0,4.1,0.45,0.36,0.35,0
1129,1.0,2.9,1.69,0.57,0.46,0
303,0.67,1.7,1.88,0.33,0.05,0
1475,0.0,4.0,0.51,0.11,0.31,0
331,0.33,1.8,1.53,0.59,0.6,0
706,1.0,2.0,1.4,0.53,1.19,0
1542,1.0,4.5,0.48,0.38,0.45,0
727,0.0,3.4,1.83,0.55,1.22,0
675,1.0,1.3,0.1,0.08,0.6,0
1683,0.33,3.8,0.81,0.54,0.69,0
524,0.33,1.9,1.78,0.33,0.05,0
1810,0.67,2.2,0.23,0.33,0.42,0
1955,1.0,3.7,1.89,0.58,0.88,0
216,1.0,2.7,1.43,0.06,0.21,0
1088,0.0,1.9,1.65,0.15,0.6,0
554,0.33,1.9,1.82,0.13,0.5,0
188,0.0,3.6,1.39,0.36,0.43,0
1822,0.67,4.8,0.75,0.24,1.34,0
1744,0.67,4.3,1.73,0.09,1.46,0
1209,1.0,3.7,1.25,0.39,0.32,0
932,1.0,2.7,0.37,0.12,0.13,0
1908,0.0,1.7,0.07,0.0,0.62,0
707,0.33,3.8,1.87,0.53,0.36,0
1330,1.0,4.4,0.49,0.02,0.29,1
640,1.0,1.9,0.81,0.21,0.31,0
1391,0.33,3.5,0.57,0.15,1.5,0
14,1.0,3.8,0.64,0.32,0.55,0
685,0.67,3.4,1.6,0.29,0.97,0
869,0.33,1.9,0.08,0.1,0.06,0
695,0.67,1.6,1.12,0.49,1.19,0
1306,1.0,1.1,1.14,0.2,1.02,0
162,0.67,4.8,1.5,0.48,1.11,0
1126,1.0,4.4,0.23,0.38,0.19,0
732,0.33,1.1,1.08,0.22,1.42,0
874,0.67,1.5,1.57,0.3,1.11,0
1711,0.67,2.4,0.31,0.17,1.35,0
776,0.0,3.6,1.01,0.11,1.26,0
951,0.67,3.1,1.46,0.41,0.21,0
383,0.33,4.2,0.33,0.15,0.77,0
1944,1.0,2.8,1.45,0.03,0.67,0
1907,0.33,4.2,1.89,0.24,0.21,0
1651,1.0,1.9,0.19,0.35,1.22,0
1793,0.67,4.7,0.11,0.51,1.4,0
849,1.0,2.3,1.77,0.07,1.2,0
138,0.0,3.4,1.14,0.15,0.72,0
10,0.0,2.0,1.13,0.13,1.35,0
291,1.0,3.1,0.67,0.38,0.41,0
155,0.33,4.4,0.63,0.25,0.37,0
1401,0.0,3.8,0.07,0.1,0.87,0
1340,0.67,3.0,1.24,0.48,0.67,0
836,1.0,3.1,0.28,0.28,0.84,0
1232,0.0,1.4,0.89,0.42,0.58,0
1863,0.0,4.2,1.81,0.18,1.36,0
1298,0.0,1.8,1.14,0.06,0.22,0
1840,1.0,4.2,0.29,0.59,0.06,0
1674,0.33,1.6,1.38,0.52,0.63,0
616,0.67,1.1,0.42,0.34,1.07,0
1513,1.0,2.6,0.61,0.44,0.32,0
1753,1.0,4.8,0.9,0.52,0.5,0
264,0.67,4.4,0.31,0.46,0.15,0
763,0.33,2.2,1.79,0.59,0.21,0
1171,1.0,3.6,1.57,0.37,1.4,0
1244,1.0,4.4,0.44,0.56,1.49,0
1069,1.0,1.1,1.89,0.44,1.23,0
1051,0.0,4.0,0.07,0.31,0.79,0
1682,0.0,2.8,1.4,0.38,0.88,0
40,0.0,3.8,1.67,0.21,0.36,0
694,0.0,4.4,0.81,0.08,1.1,0
395,0.33,4.9,0.28,0.32,0.51,0
293,0.67,4.0,1.58,0.13,0.68,1
1777,1.0,1.6,1.01,0.42,0.79,0
905,1.0,1.8,1.92,0.29,1.13,0
357,0.0,1.7,0.55,0.16,0.86,0
854,0.0,5.0,1.66,0.18,0.52,0
361,0.33,2.1,0.84,0.12,0.07,0
130,0.33,1.6,0.27,0.38,0.79,0
589,0.0,2.0,0.69,0.15,1.17,0
1843,0.0,2.5,0.61,0.26,1.36,0
142,0.33,1.5,0.14,0.12,1.07,0
563,0.33,5.0,1.37,0.39,0.09,0
1466,1.0,2.4,1.77,0.56,0.04,0
967,0.33,1.2,1.53,0.06,0.34,0
322,0.33,4.5,1.68,0.28,0.42,0
1302,1.0,3.5,0.85,0.18,0.78,1
809,0.67,1.2,1.41,0.39,1.49,0
1987,0.33,4.2,0.17,0.26,0.1,0
612,0.0,1.6,1.65,0.55,0.71,0
1711,0.67,2.9,0.91,0.6,0.92,0
1734,1.0,4.1,0.76,0.5,0.4,0
1915,0.67,4.5,1.64,0.11,0.82,0
955,0.0,4.9,1.66,0.14,0.8,0
845,0.67,4.9,0.39,0.03,1.3,0
598,0.33,1.9,1.69,0.39,0.06,0
914,0.33,4.9,1.17,0.4,0.86,0
1546,0.33,2.6,1.78,0.36,0.06,0
884,1.0,3.2,0.92,0.47,0.98,0
988,0.67,2.4,0.15,0.55,0.26,0
1582,1.0,4.8,1.66,0.42,0.46,0
926,0.67,4.9,0.05,0.47,0.77,0
778,0.33,2.2,0.97,0.32,0.46,0
1545,1.0,4.4,0.38,0.46,0.6,0
298,0.67,2.9,0.43,0.42,0.16,0
573,0.33,3.0,1.83,0.02,1.1,0
1366,0.0,1.8,1.89,0.14,1.2,0
243,0.67,3.5,1.73,0.17,0.91,0
1874,0.67,4.3,0.64,0.4,0.87,0
1312,0.0,2.8,0.8,0.05,0.11,0
607,0.0,4.6,0.56,0.21,0.4,0
1421,0.67,4.7,1.6,0.43,0.12,0
1448,0.67,4.5,1.66,0.39,0.03,0
215,0.0,3.5,1.23,0.03,0.53,0
1634,0.33,1.8,0.48,0.43,0.0,0
314,0.67,4.6,1.26,0.25,0.81,0
1737,0.0,1.7,0.57,0.08,0.93,0
511,1.0,1.4,1.5,0.2,0.45,0
1203,0.67,3.6,1.66,0.1,1.43,0
188,0.67,4.1,0.05,0.06,0.26,1
220,0.33,2.1,0.49,0.39,0.77,0
790,0.0,4.8,0.9,0.07,1.29,0
1132,0.0,2.9,1.74,0.05,0.71,0
1466,1.0,2.0,1.12,0.24,0.73,0
373,0.33,4.5,1.21,0.33,1.38,0
1164,0.67,2.8,0.36,0.52,1.11,0
1430,0.67,2.2,1.05,0.44,0.87,0
1899,0.0,1.7,0.96,0.1,0.92,0
47,0.67,1.1,1.52,0.29,0.26,0
1714,0.0,3.9,1.39,0.32,1.35,0
1574,0.67,1.3,0.59,0.54,0.15,0
1878,0.0,4.7,1.95,0.47,0.1,0
1953,0.67,3.8,1.29,0.34,0.12,0
836,1.0,1.9,0.54,0.46,1.41,0
1695,0.33,1.6,1.68,0.33,0.62,0
409,1.0,1.9,1.03,0.52,1.41,0
1753,0.33,1.9,0.41,0.5,1.16,0
1152,1.0,1.5,0.33,0.36,0.73,0
949,0.67,2.6,0.62,0.33,1.49,0
1505,0.33,3.1,0.34,0.31,0.4,0
1818,0.33,1.6,0.92,0.5,1.22,0
1162,0.0,3.0,0.32,0.49,0.16,0
1785,0.67,3.8,1.61,0.55,0.73,0
922,1.0,3.5,0.9,0.58,0.71,0
1232,0.33,4.5,1.87,0.2,0.68,0
1213,0.67,2.2,1.53,0.3,0.64,0
1374,0.67,4.1,1.71,0.38,0.95,0
272,0.0,1.4,0.53,0.24,1.33,0
1252,1.0,1.4,0.44,0.52,0.65,0
1928,0.67,4.6,1.66,0.26,0.93,0
1756,1.0,3.2,1.21,0.33,0.46,0
845,0.33,2.1,1.01,0.55,0.09,0
155,1.0,2.4,0.15,0.39,1.36,0
1761,0.33,1.4,1.81,0.15,0.11,0
329,0.33,1.2,0.37,0.36,0.87,0
1855,0.67,4.8,1.56,0.33,0.44,0
324,0.33,1.9,1.12,0.19,0.22,0
13,1.0,4.6,1.04,0.09,0.97,0
1393,0.33,2.1,1.22,0.48,0.46,0
714,0.33,2.6,0.48,0.47,1.43,0
1614,0.33,3.4,0.56,0.58,0.2,0
278,1.0,4.3,1.99,0.0,1.34,0
457,0.33,4.4,0.03,0.25,0.52,0
751,0.33,1.9,0.91,0.39,0.01,0
182,0.0,2.1,0.71,0.07,0.35,0
483,0.67,2.9,0.42,0.3,0.43,0
37,0.33,4.5,1.28,0.49,0.84,0
1111,1.0,1.6,1.48,0.59,1.11,0
1675,0.33,1.0,0.2,0.44,0.48,0
380,1.0,1.5,1.88,0.32,1.11,0
1826,0.0,3.3,1.97,0.47,0.58,0
1471,0.67,1.2,0.64,0.21,1.2,0
1575,0.0,2.3,1.28,0.6,1.45,0
519,1.0,2.8,0.77,0.46,0.9,0
627,0.67,1.6,0.36,0.58,1.19,0
468,0.67,3.1,1.77,0.3,1.07,0
714,0.67,4.7,1.76,0.56,0.39,0
1967,1.0,4.9,0.75,0.48,0.27,0
151,0.67,2.4,0.78,0.1,1.4,0
1218,1.0,3.3,1.77,0.33,1.32,0
110,0.67,3.7,1.8,0.6,1.03,0
434,0.67,1.3,1.77,0.58,1.38,0
1891,0.0,2.1,1.16,0.58,0.36,0
1371,0.67,4.5,0.2,0.46,0.43,0
533,0.33,3.8,0.56,0.02,1.35,0
579,0.33,3.4,0.4,0.39,0.75,0
1633,1.0,2.0,1.42,0.09,0.1,0
1841,1.0,4.9,1.57,0.39,0.55,0
1166,0.67,2.0,1.46,0.57,0.29,0
473,1.0,3.4,0.01,0.09,0.73,0
1386,0.33,3.1,0.37,0.46,1.09,0
368,0.0,3.7,0.95,0.35,0.98,0
1495,0.0,2.6,0.1,0.53,0.1,0
1193,0.67,4.3,0.35,0.42,0.41,0
364,0.67,4.0,0.71,0.04,0.53,1
1942,0.33,1.9,0.45,0.34,0.52,0
412,0.33,1.5,1.98,0.2,0.4,0
1657,0.0,4.9,1.91,0.49,1.37,0
